x2,x5,x6,x7,x3,x8,x4,x1
0.8897606163273031,2024-09-13,JdE p1,0.9116519925122811,0.4807818869036472,a,1000.0,0.39042289010115705
0.20859434981501568,2024-09-13,Iqz h8,0.07966870714585361,0.0018160624382457247,"[""a"", ""b""]",1000.0,0.9442967784178249
0.9828007021387749,2024-09-13,x6k HW,0.4746090415464711,0.17894278482589676,"[""a"", ""b""]",1000.0,0.15238884961939014
0.11121394391431283,2024-09-13,eFk Fb,0.4952111850746287,0.8696151815537776,b,1000.0,0.5492976608245258
0.12035109202613337,2024-09-13,hoe 6E,0.04863650132338182,0.026987374392640873,a,1000.0,0.5147665117939357
0.9143256680806536,2024-09-13,KWE 0i,0.044590763056687965,0.43362928725186667,b,1000.0,0.6754416899128598
0.6287931391733963,2024-09-13,OTO LG,0.3797096167180065,0.7048007468238529,b,1000.0,0.6245921471505674
0.3561274678445464,2024-09-13,Qy5 Pz,0.5183969535425227,0.1250948193674034,a,1000.0,0.31541729585022504
0.3057365120967932,2024-09-13,Wh8 G2,0.7847880567706395,0.26793478726137154,a,1000.0,0.2421635091082791
0.7396110223144431,2024-09-13,fDQ nX,0.7690742392768205,0.516718341992819,a,1000.0,0.4769460977712109
0.9010772347409011,2024-09-13,1Qd 2j,0.4863531397719272,0.5524162921524538,b,1000.0,0.8977090326109509
0.13386931990282525,2024-09-13,9hi YL,0.9247072901482905,0.056885172536890516,a,1000.0,0.43775252795601405
0.4657548880331668,2024-09-13,zQO QM,0.672666029024728,0.30673289860102637,b,1000.0,0.7776071895451342
0.33048927502015824,2024-09-13,dQN WZ,0.7261050793544694,0.3479584410909071,b,1000.0,0.9116071153613823
0.921341905697776,2024-09-13,pfb HI,0.40628369575365875,0.32189154971177447,b,1000.0,0.7978323074295643
0.49058266308119836,2024-09-13,sSW aF,0.0658678338490013,0.964874057436468,"[""a"", ""b""]",1000.0,0.2332443303654359
0.9437669169568313,2024-09-13,Mqi O7,0.6693041046715461,0.11596404052372467,"[""a"", ""b""]",1000.0,0.6384387385255806
0.705906492041409,2024-09-13,rRi S0,0.052860233580462324,0.4372698512644624,a,1000.0,0.5313591570104607
0.4850822280797161,2024-09-13,2tY pp,0.30731627173039966,0.044394050871566226,"[""a"", ""b""]",1000.0,0.4599568244694976
0.38902481346732887,2024-09-13,lM2 Cp,0.06007650695170419,0.09782293630895722,"[""a"", ""b""]",1000.0,0.4855666796250665
0.1718118004114032,2024-09-13,Fey 6z,0.9879475334536792,0.9943786804040636,b,1000.0,0.42469876903262915
0.17727929573373613,2024-09-13,9M2 1p,0.36347045560878843,0.2470035776931444,a,1000.0,0.5768720533861197
0.9514315011347503,2024-09-13,gJz jX,0.2772011870770199,0.0811431289436777,"[""a"", ""b""]",1000.0,0.21229777040900122
0.9033370166691405,2024-09-13,e3p g9,0.05056937389227556,0.8758854271650097,a,1000.0,0.51502365051168
0.7308214853763043,2024-09-13,LD3 pe,0.7705060308557958,0.5889506485659132,b,1000.0,0.9257008649521276
0.485303863508907,2024-09-13,xsK nT,0.7286018445253192,0.8548973578704148,"[""a"", ""b""]",1000.0,0.7463807455155805
0.7762179991338239,2024-09-13,ucq Su,0.7490182259080872,0.08128187208033144,b,1000.0,0.8873623604112679
0.08636061762079472,2024-09-13,22V Vw,0.0184233311018438,0.005644683387161842,"[""a"", ""b""]",1000.0,0.5212314833881334
0.39124680179906113,2024-09-13,cdy qZ,0.6505756896196978,0.815383241678739,"[""a"", ""b""]",1000.0,0.8811697055917341
0.5741964896387759,2024-09-13,Nk9 lL,0.89804224377053,0.3217732085824895,b,1000.0,0.6468990886186204
0.6139680146852032,2024-09-13,1wz wo,0.3596743022404356,0.8207834803814502,b,1000.0,0.8818840053157949
0.9147124774157286,2024-09-13,S69 8l,0.7213871065870172,0.8619028705153537,"[""a"", ""b""]",1000.0,0.6750453866301656
0.08274047392737882,2024-09-13,TQK vQ,0.37181884054814107,0.1593968669582797,a,1000.0,0.79586749966934
0.13156736112005873,2024-09-13,GNw h5,0.4251084165430423,0.499932216463459,b,1000.0,0.6995631998296118
0.255839409724403,2024-09-13,luf hx,0.8414152778823758,0.132566216735287,b,1000.0,0.6555738153998495
0.2203541838654106,2024-09-13,Wek YJ,0.2505565431440767,0.607590237532599,a,1000.0,0.8092958639473676
0.9734074796897221,2024-09-13,KHT 5P,0.7325828791946394,0.6181266985421184,a,1000.0,0.7537380054527203
0.5421836486277022,2024-09-13,Z6w fw,0.3296949008535285,0.11686897062437274,a,1000.0,0.7003025014879471
0.820413171434917,2024-09-13,sCp l3,0.10557704565318138,0.320642355333028,b,1000.0,0.31140344552177834
0.8695912486811848,2024-09-13,NMj el,0.24714515942693294,0.20850385506644065,a,1000.0,0.2351194117887062
0.08661661018820355,2024-09-13,luS NN,0.09138600105761985,0.8768941243025917,b,1000.0,0.046064644278526856
0.6522800317521535,2024-09-13,KBr H7,0.18909474405975568,0.34554158241204114,a,1000.0,0.7179357322411094
0.2681104712515283,2024-09-13,0E2 AQ,0.7182194284209696,0.22124932588049062,"[""a"", ""b""]",1000.0,0.9312482063511299
0.5033741342758816,2024-09-13,mKq PT,0.06384354239765788,0.2246666395106235,b,1000.0,0.27754179984875205
0.014746070557088209,2024-09-13,dMT zf,0.8363156765337806,0.46059323871610147,"[""a"", ""b""]",1000.0,0.4406026596428513
0.7597080942422427,2024-09-13,OfW hi,0.6125424885459757,0.4825452914041354,a,1000.0,0.019951480321206083
0.8465121041874333,2024-09-13,5Aj U3,0.30352777430342204,0.25131125009234534,b,1000.0,0.4178185204385243
0.15442140941144555,2024-09-13,E9a WA,0.7624648081950834,0.5303660145014744,b,1000.0,0.5040160413799167
0.5982136588843348,2024-09-13,Wke e0,0.8174214703574634,0.0997132867067515,b,1000.0,0.12724594795501543
0.4625380247217682,2024-09-13,Tgq uG,0.67810223910405,0.7822993716994119,b,1000.0,0.6607050013975361
0.6737466099835835,2024-09-13,u6e oh,0.0888288680150503,0.49238461223111185,"[""a"", ""b""]",1000.0,0.06869933563133945
0.12282410061769355,2024-09-13,kK1 Io,0.39397737825565604,0.7809572561938071,b,1000.0,0.059640825367063166
0.5491530122743783,2024-09-13,LQK Uk,0.27273912981964,0.27781023360051693,"[""a"", ""b""]",1000.0,0.7167584942433055
0.591141836036291,2024-09-13,oSC OF,0.400199644460394,0.8591486973708985,a,1000.0,0.38563945173037373
0.8898508672785718,2024-09-13,39O DU,0.6353255902784162,0.6185249458690604,"[""a"", ""b""]",1000.0,0.17307343212549486
0.5906141401005144,2024-09-13,AC9 Rs,0.8378747207588286,0.9264992081484014,b,1000.0,0.7798763238175258
0.04266272777991875,2024-09-13,U7T IF,0.7147572127606144,0.5481258972650526,b,1000.0,0.326086138794228
0.7105411931374822,2024-09-13,5qk sl,0.4568412477022433,0.3877650239321243,b,1000.0,0.8818285195989918
0.8633098241804479,2024-09-13,f3d AA,0.4667892169012049,0.8132688670983961,a,1000.0,0.017447076398110495
0.5476375659082862,2024-09-13,RQq 37,0.16055187065323695,0.2272387646942069,a,1000.0,0.8943711648951048
0.06665901394881457,2024-09-13,mFA J9,0.773479901526528,0.7976916292191402,a,1000.0,0.2124322317014774
0.6470660331979518,2024-09-13,8cU q4,0.651519425253092,0.20105227019004934,a,1000.0,0.9366230950357279
0.7090253271784293,2024-09-13,vC5 c9,0.33695743214712137,0.4615070796446079,b,1000.0,0.018920337901040418
0.3795767205516356,2024-09-13,2cb rj,0.29994006816530205,0.44531466874986114,b,1000.0,0.12054218744599787
0.7509840221038475,2024-09-13,Mm1 FF,0.24102590394308043,0.3249364925541067,a,1000.0,0.22474163159028304
0.7152977600309988,2024-09-13,pxo Qy,0.8685818519007903,0.36627401895523726,"[""a"", ""b""]",1000.0,0.14888398410247572
0.08408630163101849,2024-09-13,sli Iq,0.5693617814167904,0.2810473365924717,a,1000.0,0.09473186799613875
0.6004097025913615,2024-09-13,Alp Sw,0.9283166021955664,0.2466570453069764,b,1000.0,0.5136276603378354
0.8973272716759202,2024-09-13,Laz hu,0.1437646938270014,0.6843155766068961,b,1000.0,0.19895189169145444
0.20492552218543525,2024-09-13,oux hA,0.4579645906663944,0.04249583755656394,a,1000.0,0.4814698116119437
0.07322724462831376,2024-09-13,gEJ WF,0.8396906439993728,0.49679694759058046,a,1000.0,0.6054372801247645
0.7033551060745709,2024-09-13,Hkr IU,0.35798844068798985,0.6009865038863732,"[""a"", ""b""]",1000.0,0.9918116805558522
0.8558713596745926,2024-09-13,Ggd 5u,0.29711670228622467,0.5588574618495297,"[""a"", ""b""]",1000.0,0.32761677332680583
0.6023436432538595,2024-09-13,tOM uN,0.14925557499576103,0.6740518667963948,"[""a"", ""b""]",1000.0,0.19651031415280285
0.3329711942412926,2024-09-13,Ang hj,0.9822688079229587,0.7463178441025761,"[""a"", ""b""]",1000.0,0.711534922329412
0.3369128805082505,2024-09-13,0Bk cb,0.501592167976291,0.37871925594615274,b,1000.0,0.8940568723075316
0.4032303904573371,2024-09-13,vso R9,0.9403625629828369,0.29585897857367405,b,1000.0,0.4037243871337013
0.5064667194858965,2024-09-13,tcP Uo,0.5836959684735865,0.2939959783927304,a,1000.0,0.3141190774753557
0.48027831580079594,2024-09-13,jjt qM,0.7883065768878912,0.25909587406728174,a,1000.0,0.009228332888076118
0.0973978598865215,2024-09-13,2X6 L6,0.49146485180509714,0.4507571688343103,b,1000.0,0.7406852447939294
0.912823610375764,2024-09-13,4lh do,0.29507333562719174,0.7558569004034622,a,1000.0,0.15076651322294055
0.2961075456715073,2024-09-13,Lca pK,0.9565685078318215,0.4843526382161847,b,1000.0,0.6922935375182795
0.20232468333938058,2024-09-13,NXp og,0.7555801402882081,0.47030723794926,"[""a"", ""b""]",1000.0,0.8224572243318051
0.23967095973918517,2024-09-13,1jF fz,0.8285637269521328,0.8825779507332235,"[""a"", ""b""]",1000.0,0.8663599053610064
0.42831138378700795,2024-09-13,J03 7u,0.18982651842554155,0.9317222706699626,a,1000.0,0.13341550157127946
0.7645542404070986,2024-09-13,JNi P3,0.6832512924523312,0.4070185263810494,"[""a"", ""b""]",1000.0,0.5696789846185776
0.9376606622524073,2024-09-13,ljk dN,0.950866859647734,0.1922519289934107,a,1000.0,0.13205468415620836
0.08799945117509778,2024-09-13,wwI IZ,0.014376561899651086,0.24076899162004317,a,1000.0,0.4750461844576339
0.5095760592066615,2024-09-13,ADi RK,0.8401051919955186,0.4038015743087908,"[""a"", ""b""]",1000.0,0.36250900022687615
0.9194802141114996,2024-09-13,j45 4L,0.873267336429456,0.360394085586327,a,1000.0,0.1737527330116
0.7990168972747774,2024-09-13,niB GR,0.6035610683053863,0.18736325686705635,a,1000.0,0.9704941940842645
0.6352631581428533,2024-09-13,fCK cF,0.818008878312533,0.8559844986194993,"[""a"", ""b""]",1000.0,0.655012326161826
0.4120711080745302,2024-09-13,inR XW,0.4482796141952433,0.36936194751278517,"[""a"", ""b""]",1000.0,0.9006183888842801
0.6980699147543658,2024-09-13,4kH VG,0.5232972126868952,0.3788591619746484,a,1000.0,0.7662762251075095
0.4156821763168156,2024-09-13,x91 dR,0.18409715904368473,0.3340901774568924,a,1000.0,0.7089076001180689
0.6291147731675857,2024-09-13,mpK Zz,0.009001974425841275,0.3274220234716875,a,1000.0,0.7967181989179072
0.3633461044798826,2024-09-13,qr4 Dc,0.14224882244163728,0.7226933901986055,b,1000.0,0.06112455340440437
0.3112351723447969,2024-09-13,C6B Ty,0.8922978435075486,0.47948222036126276,"[""a"", ""b""]",1000.0,0.4544505447785101
0.7212436737611979,2024-09-13,Q0k 3O,0.8072263972545095,0.8338692745652708,a,1000.0,0.11368542961145656
0.3730239998276976,2024-09-13,8Jt IC,0.6511632204737986,0.36071346562415507,"[""a"", ""b""]",1000.0,0.10780177725209972
0.22098251081155407,2024-09-13,Qir Qs,0.43008447528692073,0.06940625533085809,b,1000.0,0.05283850127453649
0.8562203586231013,2024-09-13,2z1 yO,0.9845335571781841,0.593836393549438,a,1000.0,0.6506548849471625
0.3215530713350273,2024-09-13,pKf dp,0.9464548569535596,0.6508403633028003,a,1000.0,0.9798381268428492
0.2867765053909608,2024-09-13,dEW LL,0.3273036426804148,0.4172516998612048,b,1000.0,0.9363589137070244
0.5884118925080134,2024-09-13,fHJ bq,0.3057038245529262,0.04443447839126713,a,1000.0,0.8278639750732689
0.6814322701720102,2024-09-13,Y11 Pi,0.548239958084484,0.2828721245509962,"[""a"", ""b""]",1000.0,0.5591974671105993
0.06303304178789171,2024-09-13,UXP 4V,0.6165939841905294,0.3417851412612075,b,1000.0,0.7149723849818317
0.5303785083777,2024-09-13,VaP TA,0.37954456222251365,0.7241901749027004,a,1000.0,0.7974324322774063
0.49915914358546953,2024-09-13,Eb7 ah,0.18516855609962346,0.7433854790860484,"[""a"", ""b""]",1000.0,0.5357894707770342
0.5085467709653289,2024-09-13,xy6 q5,0.6937902344598867,0.735849958088137,b,1000.0,0.9924196003003573
0.20811503594217795,2024-09-13,UyS gU,0.5296586504132998,0.27184098465360074,a,1000.0,0.7081769307590181
0.9232393062491537,2024-09-13,ifs GG,0.5905361675890524,0.35913887054575366,"[""a"", ""b""]",1000.0,0.6518954783422779
0.6614994076726723,2024-09-13,uxJ KJ,0.646949050989984,0.00970522654820849,"[""a"", ""b""]",1000.0,0.36045204420232513
0.5940970883682213,2024-09-13,xcu 5R,0.7860031404488189,0.2624206765724121,a,1000.0,0.20312953683675372
0.12022521062127467,2024-09-13,ZXI 28,0.21852268267357866,0.2963649183576852,b,1000.0,0.6328487605424729
0.42703154906820184,2024-09-13,Wde TG,0.9980572822100224,0.5252937659713267,a,1000.0,0.5366020802531808
0.19814443030654805,2024-09-13,fcR L6,0.6547263903027122,0.8762777182076162,"[""a"", ""b""]",1000.0,0.9337223603826863
0.24475496114586048,2024-09-13,W8l 9s,0.6470538114095893,0.8293094936268064,b,1000.0,0.14924735709867698
0.4134711151735939,2024-09-13,SoL 3u,0.09697320926137032,0.03499813186848155,"[""a"", ""b""]",1000.0,0.006528674473399554
0.23737596597358623,2024-09-13,bG2 X1,0.09188582038100968,0.7512345609167236,"[""a"", ""b""]",1000.0,0.1280349743051047
0.9020883186153629,2024-09-13,1JH G7,0.9330370839491179,0.4166292397916107,"[""a"", ""b""]",1000.0,0.5124174060044533
0.952761751207809,2024-09-13,pxs lV,0.9648149752522079,0.9085551800758969,a,1000.0,0.5795596992134555
0.17892669332469213,2024-09-13,I07 a3,0.5576612441674438,0.5842404021213934,a,1000.0,0.7237029659290523
0.22905819259963378,2024-09-13,lI0 EL,0.9317122271274013,0.6807675325447968,a,1000.0,0.9343775015121556
0.97542307006282,2024-09-13,Mji dF,0.40661588621740796,0.6724864703587234,b,1000.0,0.0782726521934547
0.33087771730667326,2024-09-13,CLI T6,0.9276490394059681,0.875814468753175,"[""a"", ""b""]",1000.0,0.6325783473789276
0.775603670838332,2024-09-13,YZR Kg,0.1738668383607177,0.9571844876252537,a,1000.0,0.5665207411559811
0.948292425570504,2024-09-13,ckR Fh,0.6984195533651288,0.6034605353301179,"[""a"", ""b""]",1000.0,0.08685435845599809
0.8874643181807652,2024-09-13,h35 rI,0.13607227236496966,0.8705106401123679,"[""a"", ""b""]",1000.0,0.3415213762380268
0.9635432840158655,2024-09-13,Vdu Ap,0.4488333369203952,0.5547685535063447,a,1000.0,0.12552651315478813
0.29167441402532,2024-09-13,ZBU Ni,0.09985803480990452,0.021859529214597995,"[""a"", ""b""]",1000.0,0.9428432944796941
0.2851863362890382,2024-09-13,Bak at,0.8409824951004224,0.9963397308878402,"[""a"", ""b""]",1000.0,0.319833426530474
0.2423039268590581,2024-09-13,qyk eo,0.5328733384364674,0.9065044211871045,a,1000.0,0.29681453040273953
0.7866775801402478,2024-09-13,4eg Yr,0.16773347681464768,0.735121716907566,b,1000.0,0.40984893501310127
0.015408908656429743,2024-09-13,ucZ sy,0.18907072013031156,0.4605710910471231,a,1000.0,0.6408937081525161
0.0844044442633134,2024-09-13,o9t YH,0.16176026140760458,0.30436037950919703,b,1000.0,0.1707316440041
0.6452614165957639,2024-09-13,bD7 lo,0.24589505656407307,0.1523575569690634,b,1000.0,0.3451860115251171
0.6009440380945685,2024-09-13,Jut Tn,0.5148879485542525,0.5825335455955838,"[""a"", ""b""]",1000.0,0.7656062877899608
0.5154356687583075,2024-09-13,13E q8,0.7387728504198056,0.5381442114178492,a,1000.0,0.21189937789921354
0.4192910746013502,2024-09-13,KcE FS,0.12705161863511583,0.299567086023932,"[""a"", ""b""]",1000.0,0.3106616704450059
0.2193181386211166,2024-09-13,F8x gr,0.3418469738996155,0.5177554315764926,a,1000.0,0.6537893028501198
0.8099861866958381,2024-09-13,q2l 1v,0.6696853687162199,0.45677839475958515,a,1000.0,0.022270294382256917
0.5415466054486866,2024-09-13,whc Up,0.21602436635447164,0.4138101092603256,a,1000.0,0.5737907449442172
0.8518836578572736,2024-09-13,ADh mB,0.14209830943693103,0.6036347402554255,a,1000.0,0.8510445283181066
0.6553875431487836,2024-09-13,cE9 Es,0.06167513987933715,0.39538238232191036,"[""a"", ""b""]",1000.0,0.6924174349255682
0.44855807655675284,2024-09-13,CvE qt,0.16457360800266352,0.28366373239186593,"[""a"", ""b""]",1000.0,0.3087463983185791
0.7737552040065414,2024-09-13,uLi j8,0.7492510707185196,0.45086697774175666,b,1000.0,0.5320302238702651
0.5340710102392185,2024-09-13,n2e fo,0.9100847391025972,0.4043403512038506,a,1000.0,0.5537215865857725
0.023554953745287932,2024-09-13,RCF CD,0.2858336876691572,0.5290057898772528,a,1000.0,0.3621250648525294
0.3954498281536549,2024-09-13,1Js 1Q,0.25622319934383353,0.767920326551874,b,1000.0,0.15014169389155274
0.034798110084335754,2024-09-13,19Z G9,0.5657107209491301,0.08557661244132575,a,1000.0,0.8564970289061515
0.1032663707974506,2024-09-13,f2J xp,0.8465061093488271,0.789906894036595,a,1000.0,0.5821802672668362
0.8189600074954102,2024-09-13,JTF pp,0.7884998973296189,0.1446313876098101,"[""a"", ""b""]",1000.0,0.8129172785326605
0.7370927297988068,2024-09-13,pmv K9,0.5173939429025595,0.048751318935284504,b,1000.0,0.05076621612100096
0.4171002854496374,2024-09-13,zwn 4z,0.3128153309274315,0.1036974557232424,b,1000.0,0.955665107135342
0.2252806083593326,2024-09-13,G44 mK,0.6015366086051865,0.2773374798065156,b,1000.0,0.3633659509330278
0.5911550082819025,2024-09-13,x3i ba,0.44489999002183467,0.38808374091383613,"[""a"", ""b""]",1000.0,0.4718028058973095
0.042833901720355394,2024-09-13,oAg Jg,0.7040518235116525,0.6987764896778982,a,1000.0,0.5088783700877357
0.9131715618833001,2024-09-13,p3h tP,0.05869815529358846,0.6840407447465531,b,1000.0,0.23315127660548574
